users_id,country,gender,cust_group,join_date,group_device,date,activity_device,spent
1028792,BRA,F,B,26/01/2023,A,,,
1028793,USA,,B,25/01/2023,A,,,
1028794,BRA,M,B,01/02/2023,A,,,
1028795,BRA,F,B,01/02/2023,I,,,
1028796,BRA,F,A,27/01/2023,A,,,
1028797,AUS,O,B,03/02/2023,I,,,
1028798,MEX,M,B,03/02/2023,I,,,
1028799,GBR,M,A,26/01/2023,I,,,
1028800,GBR,M,A,27/01/2023,I,,,
1028801,USA,M,A,26/01/2023,A,,,
1028802,BRA,M,A,30/01/2023,A,,,
1028803,GBR,M,A,25/01/2023,A,,,
1028804,CAN,M,A,25/01/2023,I,,,
1028805,BRA,M,B,29/01/2023,A,,,
1028806,USA,M,B,03/02/2023,A,,,
1028807,MEX,M,B,25/01/2023,A,,,
1028808,USA,M,B,30/01/2023,A,,,
1028809,CAN,M,A,27/01/2023,I,,,
1028810,USA,M,B,25/01/2023,A,,,
1028811,MEX,M,B,25/01/2023,I,,,
1028812,BRA,M,A,29/01/2023,I,,,
1028814,USA,F,B,27/01/2023,I,,,
1028815,TUR,M,A,04/02/2023,I,,,
1028816,TUR,M,B,06/02/2023,A,,,
1028817,USA,F,B,06/02/2023,A,,,
1028818,USA,M,A,26/01/2023,I,,,
1028819,USA,F,B,04/02/2023,I,,,
1028820,USA,M,B,28/01/2023,A,,,
1028821,USA,,A,29/01/2023,A,,,
1028822,DEU,F,B,28/01/2023,A,,,
1028823,ESP,M,B,29/01/2023,A,,,
1028824,DEU,F,A,26/01/2023,I,,,
1028825,MEX,,A,25/01/2023,A,,,
1028826,USA,M,A,02/02/2023,I,,,
1028827,TUR,M,A,30/01/2023,A,,,
1028828,USA,F,A,25/01/2023,A,,,
1028829,USA,,A,26/01/2023,A,,,
1028830,FRA,M,B,26/01/2023,A,,,
1028831,FRA,F,B,01/02/2023,I,,,
1028832,USA,F,A,01/02/2023,A,,,
1028833,USA,F,B,01/02/2023,A,,,
1028834,USA,F,A,25/01/2023,I,28/01/2023,I,109.28
1028835,BRA,F,B,31/01/2023,A,,,
1028836,USA,F,B,25/01/2023,A,,,
1028837,GBR,O,B,03/02/2023,A,,,
1028838,DEU,M,A,29/01/2023,A,,,
1028839,BRA,F,A,26/01/2023,I,,,
1028840,MEX,M,A,30/01/2023,A,,,
1028841,TUR,M,A,29/01/2023,A,,,
1028842,MEX,M,A,30/01/2023,I,,,
1028843,USA,O,A,27/01/2023,A,,,
1028844,CAN,M,A,25/01/2023,I,,,
1028845,BRA,M,A,26/01/2023,A,,,
1028846,BRA,M,A,30/01/2023,I,,,
1028847,DEU,F,A,26/01/2023,I,,,
1028848,BRA,,A,25/01/2023,I,,,
1028850,USA,M,A,06/02/2023,A,,,
1028851,MEX,M,A,27/01/2023,I,,,
1028852,ESP,M,B,03/02/2023,I,,,
1028853,USA,F,A,05/02/2023,I,,,
1028854,USA,F,A,31/01/2023,I,,,
1028855,USA,F,B,25/01/2023,A,,,
1028856,BRA,F,B,25/01/2023,A,,,
1028857,USA,F,A,25/01/2023,I,,,
1028858,TUR,F,B,29/01/2023,I,,,
1028859,MEX,F,A,31/01/2023,A,,,
1028860,USA,M,B,01/02/2023,I,,,
1028862,FRA,,B,25/01/2023,A,,,
1028863,MEX,,A,26/01/2023,A,,,
1028864,USA,,B,05/02/2023,A,,,
1028865,TUR,M,A,28/01/2023,A,,,
1028866,DEU,F,A,28/01/2023,A,,,
1028867,MEX,F,A,05/02/2023,I,,,
1028868,MEX,F,B,26/01/2023,I,,,
1028869,USA,M,B,27/01/2023,I,,,
1028870,BRA,M,A,26/01/2023,I,,,
1028871,FRA,,A,02/02/2023,A,,,
1028872,USA,,A,30/01/2023,A,,,
1028873,CAN,M,A,28/01/2023,A,28/01/2023,A,58.61
1028874,USA,F,A,25/01/2023,A,,,
1028875,AUS,O,B,01/02/2023,I,,,
1028876,USA,F,B,27/01/2023,A,29/01/2023,A,28.51
1028877,USA,M,A,29/01/2023,A,,,
1028878,USA,M,B,26/01/2023,A,,,
1028879,MEX,F,A,27/01/2023,A,,,
1028880,TUR,M,A,30/01/2023,I,,,
1028881,MEX,F,A,25/01/2023,I,,,
1028882,USA,F,A,30/01/2023,I,,,
1028883,TUR,F,A,26/01/2023,I,,,
1028884,USA,F,B,27/01/2023,A,,,
1028885,FRA,M,A,26/01/2023,I,,,
1028886,BRA,F,B,25/01/2023,I,,,
1028887,DEU,M,A,25/01/2023,A,,,
1028888,DEU,M,A,25/01/2023,A,,,
1028889,MEX,M,B,04/02/2023,A,,,
1028891,DEU,F,B,31/01/2023,A,,,
1028892,DEU,M,A,25/01/2023,A,,,
1028894,TUR,M,A,25/01/2023,A,,,
1028895,USA,F,B,26/01/2023,A,,,
1028896,USA,F,B,06/02/2023,A,,,
1028897,USA,M,A,30/01/2023,I,,,
1028898,FRA,M,A,04/02/2023,I,,,
1028899,USA,F,B,29/01/2023,A,,,
1028900,USA,F,A,26/01/2023,A,,,
1028901,BRA,,B,26/01/2023,A,,,
1028902,BRA,F,A,26/01/2023,A,,,
1028903,TUR,M,B,25/01/2023,A,,,
1028904,GBR,,B,28/01/2023,I,,,
1028905,USA,,B,31/01/2023,I,,,
1028906,AUS,F,B,26/01/2023,A,,,
1028907,USA,,B,01/02/2023,I,,,
1028908,USA,F,B,01/02/2023,I,,,
1028909,GBR,F,A,26/01/2023,A,,,
1028910,BRA,M,A,25/01/2023,A,,,
1028911,USA,M,A,26/01/2023,A,,,
1028912,USA,M,B,26/01/2023,A,,,
1028913,USA,F,B,26/01/2023,A,,,
1028915,DEU,M,A,25/01/2023,A,,,
1028916,BRA,M,A,26/01/2023,A,,,
1028917,TUR,M,A,30/01/2023,I,,,
1028918,MEX,F,A,25/01/2023,A,,,
1028919,GBR,M,A,25/01/2023,I,,,
1028920,BRA,F,B,26/01/2023,I,,,
1028921,BRA,M,B,29/01/2023,A,,,
1028922,USA,F,A,25/01/2023,A,,,
1028923,BRA,,B,28/01/2023,A,,,
1028924,BRA,M,B,25/01/2023,A,,,
1028925,ESP,O,B,27/01/2023,A,,,
1028926,USA,M,A,25/01/2023,A,,,
1028927,MEX,F,B,26/01/2023,I,,,
1028928,BRA,M,B,26/01/2023,A,,,
1028929,DEU,F,A,04/02/2023,I,,,
1028930,MEX,F,A,27/01/2023,A,,,
1028931,TUR,,B,03/02/2023,A,,,
1028932,GBR,F,B,27/01/2023,A,,,
1028933,DEU,F,B,28/01/2023,A,,,
1028934,,F,A,25/01/2023,A,,,
1028935,TUR,M,A,25/01/2023,A,,,
1028936,AUS,F,A,26/01/2023,A,,,
1028937,GBR,M,B,30/01/2023,I,,,
1028938,USA,M,B,27/01/2023,A,,,
1028939,BRA,F,B,25/01/2023,I,,,
1028940,DEU,M,A,02/02/2023,I,,,
1028941,TUR,M,A,25/01/2023,A,,,
1028942,USA,M,A,27/01/2023,I,,,
1028943,TUR,M,A,29/01/2023,I,,,
1028944,GBR,O,B,25/01/2023,I,,,
1028945,DEU,F,B,25/01/2023,I,,,
1028946,USA,M,A,31/01/2023,A,,,
1028947,USA,,B,27/01/2023,A,,,
1028948,MEX,M,B,29/01/2023,I,,,
1028949,MEX,M,A,26/01/2023,I,,,
1028950,FRA,F,A,31/01/2023,A,,,
1028952,TUR,F,A,05/02/2023,A,,,
1028953,USA,M,B,25/01/2023,A,,,
1028954,USA,,A,01/02/2023,I,,,
1028955,BRA,M,A,25/01/2023,A,,,
1028956,FRA,F,B,05/02/2023,A,,,
1028957,FRA,,A,26/01/2023,A,,,
1028958,TUR,F,A,27/01/2023,A,,,
1028959,BRA,F,A,26/01/2023,I,,,
1028960,MEX,O,B,25/01/2023,A,,,
1028961,USA,M,A,31/01/2023,I,31/01/2023,I,220.27
1028962,USA,F,A,27/01/2023,I,,,
1028963,MEX,F,B,29/01/2023,I,,,
1028964,TUR,F,B,26/01/2023,I,,,
1028965,MEX,O,B,26/01/2023,A,,,
1028966,USA,F,A,27/01/2023,I,,,
1028967,BRA,F,B,27/01/2023,I,27/01/2023,I,57.34
1028968,MEX,M,A,03/02/2023,I,,,
1028969,MEX,M,A,04/02/2023,I,,,
1028970,USA,,A,27/01/2023,A,31/01/2023,A,5.663813279
1028970,USA,,A,27/01/2023,A,27/01/2023,A,40.51
1028971,USA,,A,26/01/2023,A,,,
1028972,USA,F,B,25/01/2023,A,,,
1028973,MEX,,B,02/02/2023,A,,,
1028974,ESP,O,A,25/01/2023,A,,,
1028975,BRA,F,B,31/01/2023,I,,,
1028976,MEX,F,B,29/01/2023,I,,,
1028977,BRA,M,A,28/01/2023,I,,,
1028978,USA,F,A,26/01/2023,I,,,
1028979,FRA,F,A,02/02/2023,I,,,
1028980,BRA,F,A,25/01/2023,A,,,
1028981,FRA,M,B,30/01/2023,A,,,
1028982,TUR,F,B,02/02/2023,I,,,
1028983,USA,F,A,27/01/2023,I,,,
1028984,BRA,O,B,26/01/2023,A,,,
1028985,BRA,M,B,28/01/2023,I,,,
1028986,BRA,,B,26/01/2023,I,,,
1028988,USA,F,B,25/01/2023,A,,,
1028989,BRA,F,B,04/02/2023,I,,,
1028990,USA,F,B,25/01/2023,A,,,
1028991,MEX,,B,06/02/2023,A,,,
1028992,USA,O,B,25/01/2023,I,,,
1028993,USA,,A,25/01/2023,I,,,
1028994,USA,F,A,27/01/2023,A,,,
1028995,CAN,M,B,25/01/2023,A,,,
1028996,BRA,F,A,26/01/2023,A,,,
1028997,USA,F,B,25/01/2023,I,,,
1028998,USA,M,B,25/01/2023,I,,,
1028999,ESP,F,B,29/01/2023,I,,,
1029001,GBR,M,B,28/01/2023,A,,,
1029002,USA,F,B,25/01/2023,A,,,
1029003,MEX,F,B,25/01/2023,I,,,
1029004,FRA,F,B,04/02/2023,A,,,
1029005,MEX,F,B,25/01/2023,A,,,
1029006,MEX,,B,29/01/2023,A,,,
1029007,USA,,B,31/01/2023,A,,,
1029008,USA,F,A,27/01/2023,A,,,
1029009,MEX,F,A,30/01/2023,A,,,
1029010,USA,M,B,26/01/2023,A,,,
1029011,MEX,M,B,28/01/2023,I,,,
1029012,GBR,F,B,01/02/2023,I,,,
1029013,USA,M,B,27/01/2023,A,,,
1029014,TUR,M,B,25/01/2023,A,,,
1029015,BRA,F,A,25/01/2023,A,,,
1029016,TUR,M,B,01/02/2023,A,,,
1029017,BRA,M,B,25/01/2023,A,,,
1029018,BRA,M,B,29/01/2023,I,,,
1029019,USA,M,A,25/01/2023,A,,,
1029020,BRA,M,B,25/01/2023,I,,,
1029021,FRA,F,A,26/01/2023,A,,,
1029022,BRA,M,B,26/01/2023,I,,,
1029023,TUR,M,A,30/01/2023,A,,,
1029024,,F,A,27/01/2023,I,,,
1029025,MEX,M,A,26/01/2023,A,,,
1029026,TUR,F,A,29/01/2023,I,31/01/2023,I,44.31
1029027,AUS,F,A,26/01/2023,I,,,
1029028,USA,M,B,25/01/2023,A,,,
1029029,USA,F,B,28/01/2023,I,,,
1029030,TUR,O,B,27/01/2023,A,,,
1029031,BRA,F,A,30/01/2023,A,,,
1029032,MEX,F,A,27/01/2023,I,,,
1029033,DEU,M,B,25/01/2023,A,,,
1029034,FRA,F,B,26/01/2023,A,,,
1029035,CAN,M,A,06/02/2023,A,,,
1029036,DEU,M,A,26/01/2023,A,,,
1029038,MEX,,A,01/02/2023,A,,,
1029039,CAN,M,A,27/01/2023,I,,,
1029040,USA,F,B,05/02/2023,A,,,
1029041,BRA,F,B,26/01/2023,A,26/01/2023,A,20.38
1029042,MEX,M,A,27/01/2023,I,,,
1029043,USA,F,A,25/01/2023,I,,,
1029044,USA,M,B,28/01/2023,A,,,
1029045,BRA,M,B,26/01/2023,I,,,
1029046,CAN,O,B,02/02/2023,A,,,
1029047,USA,F,A,27/01/2023,A,,,
1029048,USA,F,B,28/01/2023,A,,,
1029049,USA,F,B,25/01/2023,A,,,
1029050,MEX,F,A,27/01/2023,I,,,
1029051,DEU,,B,25/01/2023,A,,,
1029052,USA,M,B,02/02/2023,A,02/02/2023,A,34.84
1029053,DEU,O,A,26/01/2023,A,,,
1029054,MEX,F,B,27/01/2023,A,,,
1029055,TUR,M,B,25/01/2023,I,,,
1029056,GBR,F,B,26/01/2023,I,,,
1029057,GBR,M,A,29/01/2023,I,,,
1029058,FRA,F,B,02/02/2023,I,,,
1029059,DEU,F,B,25/01/2023,I,,,
1029060,FRA,F,A,25/01/2023,A,,,
1029061,GBR,F,A,27/01/2023,I,,,
1029062,TUR,F,B,29/01/2023,A,,,
1029063,BRA,M,A,26/01/2023,I,,,
1029064,CAN,M,A,04/02/2023,A,,,
1029065,DEU,M,A,31/01/2023,A,,,
1029066,USA,M,A,26/01/2023,A,,,
1029067,BRA,F,A,25/01/2023,I,,,
1029068,USA,M,B,27/01/2023,A,,,
1029069,GBR,M,B,28/01/2023,I,,,
1029070,USA,F,A,31/01/2023,A,,,
1029071,CAN,F,A,01/02/2023,I,,,
1029072,CAN,,A,05/02/2023,A,,,
1029073,DEU,,A,05/02/2023,A,,,
1029074,MEX,F,A,02/02/2023,I,,,
1029075,USA,,A,28/01/2023,A,,,
1029076,FRA,M,A,02/02/2023,A,,,
1029077,MEX,M,A,26/01/2023,I,,,
1029078,USA,O,B,01/02/2023,I,,,
1029079,MEX,O,A,26/01/2023,I,,,
1029080,USA,M,A,04/02/2023,I,04/02/2023,I,166.71
1029081,TUR,M,A,03/02/2023,A,,,
1029082,MEX,,A,26/01/2023,A,,,
1029083,BRA,M,B,30/01/2023,A,,,
1029084,BRA,M,B,26/01/2023,A,,,
1029085,DEU,,B,26/01/2023,,,,
1029086,BRA,F,B,25/01/2023,A,,,
1029087,MEX,F,A,29/01/2023,A,,,
1029088,CAN,M,B,27/01/2023,I,,,
1029089,USA,F,A,26/01/2023,A,,,
1029090,FRA,F,A,31/01/2023,A,,,
1029091,AUS,,A,30/01/2023,I,,,
1029092,FRA,M,B,25/01/2023,A,,,
1029093,BRA,,A,27/01/2023,A,27/01/2023,A,35.64
1029094,BRA,M,A,25/01/2023,I,,,
1029095,USA,F,A,29/01/2023,A,,,
1029096,GBR,O,A,26/01/2023,A,,,
1029097,MEX,M,B,26/01/2023,A,,,
1029098,CAN,F,B,27/01/2023,A,,,
1029099,USA,O,B,29/01/2023,A,,,
1029100,BRA,M,A,30/01/2023,A,,,
1029101,BRA,F,B,28/01/2023,I,,,
1029102,MEX,M,B,26/01/2023,I,,,
1029103,USA,F,B,26/01/2023,A,,,
1029104,FRA,M,A,25/01/2023,I,,,
1029105,FRA,M,B,27/01/2023,I,,,
1029106,USA,M,B,28/01/2023,A,,,
1029107,USA,M,A,25/01/2023,A,,,
1029108,AUS,M,B,25/01/2023,I,,,
1029109,MEX,M,A,04/02/2023,I,,,
1029110,USA,M,B,01/02/2023,A,,,
1029111,FRA,M,B,26/01/2023,I,,,
1029112,DEU,F,A,25/01/2023,A,,,
1029113,DEU,M,B,26/01/2023,I,,,
1029114,TUR,F,A,30/01/2023,A,,,
1029115,USA,F,B,03/02/2023,A,,,
1029117,TUR,M,A,03/02/2023,A,,,
1029118,TUR,M,A,27/01/2023,A,,,
1029119,BRA,M,A,25/01/2023,A,,,
1029120,GBR,M,B,25/01/2023,A,,,
1029121,USA,F,A,26/01/2023,I,,,
1029122,USA,F,A,26/01/2023,I,,,
1029123,FRA,M,A,03/02/2023,A,,,
1029124,BRA,M,B,28/01/2023,A,,,
1029125,TUR,F,A,25/01/2023,A,,,
1029126,USA,F,B,27/01/2023,A,,,
1029127,USA,M,B,29/01/2023,A,,,
1029128,BRA,M,A,03/02/2023,I,,,
1029129,GBR,F,A,06/02/2023,A,,,
1029130,USA,M,B,27/01/2023,I,,,
1029131,ESP,M,B,25/01/2023,I,,,
1029132,FRA,M,B,27/01/2023,I,,,
1029133,TUR,M,B,02/02/2023,A,,,
1029134,USA,F,A,26/01/2023,A,,,
1029135,USA,,A,01/02/2023,A,,,
1029136,BRA,F,B,29/01/2023,A,,,
1029138,DEU,M,A,27/01/2023,A,,,
1029139,DEU,F,A,28/01/2023,A,,,
1029140,DEU,F,A,26/01/2023,I,,,
1029141,GBR,O,A,06/02/2023,A,,,
1029142,MEX,,A,29/01/2023,I,,,
1029143,USA,F,A,31/01/2023,A,,,
1029144,BRA,F,A,05/02/2023,A,,,
1029145,FRA,,B,27/01/2023,A,,,
1029146,DEU,F,A,27/01/2023,A,,,
1029147,MEX,,B,28/01/2023,A,28/01/2023,A,138.27
1029148,USA,F,A,28/01/2023,A,,,
1029149,MEX,M,B,27/01/2023,A,,,
1029150,MEX,,B,05/02/2023,A,,,
1029151,MEX,F,A,28/01/2023,A,,,
1029152,GBR,F,B,04/02/2023,I,,,
1029153,ESP,M,B,03/02/2023,A,,,
1029154,USA,F,B,28/01/2023,A,,,
1029155,MEX,M,A,31/01/2023,I,,,
1029156,MEX,M,A,26/01/2023,A,,,
1029157,BRA,F,B,25/01/2023,A,,,
1029158,USA,M,B,31/01/2023,A,,,
1029159,BRA,,A,01/02/2023,I,,,
1029160,FRA,F,A,25/01/2023,A,,,
1029161,BRA,M,B,26/01/2023,A,,,
1029162,BRA,F,A,29/01/2023,A,,,
1029163,AUS,M,A,31/01/2023,A,,,
1029164,MEX,M,B,29/01/2023,A,,,
1029165,USA,M,B,03/02/2023,A,,,
1029166,USA,M,A,02/02/2023,I,,,
1029167,ESP,M,B,26/01/2023,I,,,
1029168,USA,F,B,01/02/2023,A,,,
1029169,USA,M,A,31/01/2023,I,,,
1029170,BRA,F,A,28/01/2023,A,,,
1029171,DEU,F,B,25/01/2023,I,,,
1029172,TUR,,A,29/01/2023,I,,,
1029173,USA,,B,30/01/2023,A,,,
1029174,USA,,A,26/01/2023,,,,
1029175,GBR,,B,06/02/2023,I,,,
1029176,CAN,F,A,25/01/2023,A,,,
1029177,DEU,M,A,26/01/2023,A,,,
1029178,GBR,M,B,26/01/2023,I,,,
1029179,BRA,M,A,01/02/2023,A,,,
1029180,USA,F,B,04/02/2023,I,,,
1029181,GBR,F,B,04/02/2023,I,,,
1029182,MEX,F,B,26/01/2023,A,,,
1029183,BRA,F,A,29/01/2023,A,,,
1029184,MEX,M,B,27/01/2023,I,,,
1029185,FRA,M,A,27/01/2023,A,,,
1029186,FRA,F,B,25/01/2023,A,,,
1029187,MEX,F,B,26/01/2023,A,,,
1029188,AUS,M,A,25/01/2023,A,,,
1029189,AUS,,B,28/01/2023,A,,,
1029190,ESP,O,B,01/02/2023,I,,,
1029191,USA,M,B,27/01/2023,A,,,
1029192,GBR,M,A,25/01/2023,I,,,
1029193,USA,F,B,26/01/2023,A,,,
1029194,TUR,M,A,25/01/2023,A,,,
1029195,BRA,F,A,31/01/2023,I,,,
1029196,MEX,,B,28/01/2023,I,,,
1029197,TUR,M,A,27/01/2023,A,,,
1029198,USA,,A,25/01/2023,A,,,
1029199,USA,F,B,26/01/2023,A,,,
1029200,,F,B,25/01/2023,I,,,
1029201,USA,,B,27/01/2023,I,,,
1029202,DEU,M,B,28/01/2023,I,,,
1029203,GBR,M,B,25/01/2023,I,,,
1029204,MEX,M,A,30/01/2023,I,,,
1029205,MEX,M,A,31/01/2023,I,,,
1029206,MEX,,B,28/01/2023,A,,,
1029207,GBR,F,A,31/01/2023,A,,,
1029208,USA,F,B,25/01/2023,A,,,
1029209,AUS,F,A,05/02/2023,A,,,
1029210,BRA,F,A,25/01/2023,I,,,
1029211,BRA,,B,01/02/2023,A,,,
1029212,GBR,F,B,25/01/2023,I,,,
1029213,USA,M,A,02/02/2023,I,,,
1029214,USA,M,B,28/01/2023,I,,,
1029215,USA,F,A,25/01/2023,I,,,
1029216,CAN,,B,25/01/2023,A,,,
1029217,MEX,M,B,25/01/2023,A,,,
1029218,BRA,,A,27/01/2023,A,,,
1029219,MEX,M,B,30/01/2023,A,,,
1029220,TUR,M,B,05/02/2023,I,,,
1029221,USA,F,A,30/01/2023,A,,,
1029222,USA,M,A,06/02/2023,A,,,
1029223,MEX,M,A,05/02/2023,I,,,
1029224,USA,M,B,25/01/2023,A,,,
1029225,FRA,M,A,25/01/2023,A,,,
1029226,USA,F,B,29/01/2023,A,,,
1029227,ESP,F,A,30/01/2023,A,,,
1029228,TUR,M,B,28/01/2023,A,,,
1029229,TUR,F,B,28/01/2023,A,,,
1029230,USA,,A,26/01/2023,I,,,
1029231,GBR,M,A,03/02/2023,A,,,
1029232,GBR,,B,03/02/2023,I,,,
1029233,USA,F,B,28/01/2023,A,,,
1029234,USA,M,A,27/01/2023,I,,,
1029235,CAN,F,B,02/02/2023,A,02/02/2023,A,121.26
1029236,USA,,A,26/01/2023,A,,,
1029237,USA,F,A,29/01/2023,A,,,
1029238,USA,,B,26/01/2023,A,,,
1029239,MEX,F,A,04/02/2023,I,,,
1029240,BRA,O,B,28/01/2023,A,,,
1029241,BRA,F,B,25/01/2023,A,,,
1029242,ESP,F,A,31/01/2023,A,,,
1029243,ESP,,A,31/01/2023,A,,,
1029244,USA,M,B,27/01/2023,I,,,
1029245,USA,M,B,05/02/2023,I,,,
1029246,FRA,M,A,29/01/2023,I,,,
1029247,BRA,,B,27/01/2023,A,,,
1029248,USA,F,B,27/01/2023,A,,,
1029249,USA,F,B,26/01/2023,A,,,
1029250,MEX,,A,26/01/2023,I,,,
1029251,BRA,M,A,03/02/2023,A,,,
1029252,BRA,M,B,26/01/2023,A,,,
1029253,MEX,M,A,25/01/2023,A,,,
1029254,AUS,M,B,03/02/2023,I,,,
1029255,MEX,M,B,26/01/2023,A,,,
1029256,USA,M,B,25/01/2023,I,,,
1029257,USA,M,B,28/01/2023,I,,,
1029258,MEX,F,B,26/01/2023,A,,,
1029259,MEX,F,B,28/01/2023,A,,,
1029260,TUR,M,A,29/01/2023,I,,,
1029261,TUR,,A,25/01/2023,A,,,
1029262,ESP,F,A,27/01/2023,A,,,
1029263,USA,F,A,05/02/2023,A,,,
1029264,USA,M,A,28/01/2023,I,,,
1029265,CAN,M,A,25/01/2023,A,,,
1029266,BRA,M,B,05/02/2023,A,,,
1029267,USA,,A,26/01/2023,A,,,
1029268,USA,M,B,26/01/2023,A,,,
1029269,USA,F,A,29/01/2023,A,,,
1029270,USA,M,B,02/02/2023,A,,,
1029271,USA,M,A,27/01/2023,I,,,
1029272,USA,M,B,26/01/2023,I,,,
1029273,ESP,M,B,28/01/2023,A,,,
1029274,DEU,F,A,25/01/2023,A,,,
1029275,FRA,F,B,03/02/2023,I,,,
1029276,DEU,O,A,25/01/2023,A,,,
1029277,USA,,A,30/01/2023,A,,,
1029278,TUR,M,A,26/01/2023,A,,,
1029279,MEX,,B,27/01/2023,A,,,
1029280,ESP,,B,01/02/2023,A,,,
1029281,USA,M,B,29/01/2023,I,30/01/2023,I,31.93
1029282,MEX,F,B,28/01/2023,A,,,
1029283,GBR,,A,06/02/2023,A,,,
1029284,MEX,F,B,28/01/2023,A,,,
1029285,USA,M,A,04/02/2023,A,,,
1029286,TUR,M,A,29/01/2023,I,,,
1029287,ESP,M,A,30/01/2023,A,,,
1029288,ESP,F,B,30/01/2023,I,,,
1029289,USA,O,A,27/01/2023,A,,,
1029290,USA,M,B,25/01/2023,A,,,
1029291,BRA,M,A,25/01/2023,I,,,
1029292,MEX,,A,29/01/2023,I,,,
1029293,BRA,F,A,30/01/2023,I,,,
1029294,USA,F,B,26/01/2023,A,26/01/2023,A,36.13
1029295,DEU,F,B,06/02/2023,A,,,
1029296,MEX,F,B,03/02/2023,,,,
1029297,DEU,M,B,27/01/2023,I,,,
1029298,ESP,,A,26/01/2023,A,,,
1029299,DEU,F,A,26/01/2023,I,,,
1029300,USA,M,A,04/02/2023,I,,,
1029301,USA,M,B,03/02/2023,A,,,
1029302,USA,M,A,26/01/2023,A,,,
1029303,BRA,M,A,25/01/2023,A,,,
1029304,BRA,,A,25/01/2023,I,,,
1029305,BRA,F,B,26/01/2023,I,,,
1029306,GBR,F,A,31/01/2023,A,,,
1029307,BRA,F,A,30/01/2023,A,,,
1029308,TUR,M,B,31/01/2023,A,,,
1029309,FRA,M,A,26/01/2023,A,,,
1029310,GBR,M,A,30/01/2023,I,,,
1029311,USA,F,A,26/01/2023,I,,,
1029312,BRA,M,B,29/01/2023,I,,,
1029313,BRA,F,B,25/01/2023,I,,,
1029314,USA,O,A,06/02/2023,I,,,
1029315,MEX,M,A,31/01/2023,I,,,
1029316,USA,F,B,26/01/2023,A,,,
1029317,GBR,M,B,01/02/2023,A,,,
1029318,BRA,F,A,26/01/2023,A,,,
1029319,AUS,M,B,27/01/2023,A,,,
1029320,DEU,M,A,25/01/2023,A,,,
1029321,BRA,F,A,29/01/2023,A,,,
1029322,MEX,M,B,30/01/2023,A,,,
1029323,TUR,M,A,06/02/2023,A,,,
1029324,FRA,F,B,27/01/2023,A,,,
1029325,MEX,,B,01/02/2023,A,,,
1029326,USA,,B,26/01/2023,A,26/01/2023,A,122.58
1029327,DEU,M,A,26/01/2023,A,,,
1029328,BRA,M,B,27/01/2023,A,,,
1029329,USA,M,A,27/01/2023,A,,,
1029330,TUR,,B,26/01/2023,I,,,
1029331,,F,B,27/01/2023,A,,,
1029332,BRA,F,A,28/01/2023,A,,,
1029333,BRA,F,A,26/01/2023,A,,,
1029334,BRA,M,B,28/01/2023,A,,,
1029335,USA,O,B,26/01/2023,A,,,
1029336,USA,F,B,30/01/2023,A,,,
1029337,MEX,M,A,02/02/2023,I,,,
1029338,CAN,F,B,25/01/2023,I,,,
1029339,MEX,F,A,30/01/2023,A,,,
1029340,GBR,,B,25/01/2023,A,,,
1029341,USA,F,A,04/02/2023,A,,,
1029342,BRA,M,B,03/02/2023,A,,,
1029343,MEX,F,A,25/01/2023,A,,,
1029344,AUS,M,A,25/01/2023,A,,,
1029345,USA,F,B,25/01/2023,A,,,
1029346,BRA,M,B,25/01/2023,I,,,
1029347,USA,,A,26/01/2023,I,,,
1029348,USA,F,A,25/01/2023,I,,,
1029349,FRA,O,B,28/01/2023,A,,,
1029350,USA,F,B,25/01/2023,A,,,
1029351,DEU,M,A,29/01/2023,A,,,
1029352,GBR,M,A,26/01/2023,A,,,
1029353,BRA,M,A,25/01/2023,A,,,
1029354,USA,,A,26/01/2023,I,,,
1029355,USA,,A,25/01/2023,A,,,
1029356,TUR,F,B,25/01/2023,A,,,
1029357,FRA,M,A,28/01/2023,I,,,
1029358,TUR,F,A,05/02/2023,I,05/02/2023,I,9
1029359,USA,M,B,27/01/2023,A,,,
1029360,BRA,M,B,05/02/2023,A,,,
1029361,USA,M,B,29/01/2023,A,,,
1029362,USA,F,A,06/02/2023,A,,,
1029363,DEU,F,B,25/01/2023,A,,,
1029364,USA,,A,30/01/2023,I,,,
1029365,DEU,M,A,25/01/2023,A,,,
1029366,TUR,,B,29/01/2023,I,,,
1029367,BRA,M,A,27/01/2023,I,,,
1029368,MEX,,B,05/02/2023,I,,,
1029370,FRA,F,B,31/01/2023,I,,,
1029371,USA,M,B,03/02/2023,I,,,
1029372,USA,F,B,26/01/2023,A,,,
1029373,FRA,M,B,28/01/2023,A,,,
1029374,DEU,F,B,27/01/2023,A,,,
1029375,BRA,F,B,28/01/2023,A,,,
1029376,USA,M,B,05/02/2023,A,,,
1029377,GBR,M,A,01/02/2023,I,,,
1029378,BRA,M,A,05/02/2023,A,,,
1029379,USA,F,B,31/01/2023,A,31/01/2023,A,33.48
1029380,TUR,,A,27/01/2023,A,,,
1029383,DEU,M,B,27/01/2023,A,,,
1029384,GBR,M,A,25/01/2023,I,,,
1029385,USA,,B,01/02/2023,A,,,
1029386,DEU,M,A,25/01/2023,A,,,
1029387,ESP,F,A,25/01/2023,I,,,
1029388,MEX,O,A,25/01/2023,A,,,
1029389,GBR,F,A,27/01/2023,I,,,
1029390,FRA,F,B,25/01/2023,A,,,
